1. YEAR,2. TRIFD,3. FRS ID,4. FACILITY NAME,5. STREET ADDRESS,6. CITY,7. COUNTY,8. ST,9. ZIP,10. BIA,11. TRIBE,12. LATITUDE,13. LONGITUDE,14. HORIZONTAL DATUM,15. PARENT CO NAME,16. PARENT CO DB NUM,17. STANDARD PARENT CO NAME,18. FEDERAL FACILITY,19. INDUSTRY SECTOR CODE,20. INDUSTRY SECTOR,21. PRIMARY SIC,22. SIC 2,23. SIC 3,24. SIC 4,25. SIC 5,26. SIC 6,27. PRIMARY NAICS,28. NAICS 2,29. NAICS 3,30. NAICS 4,31. NAICS 5,32. NAICS 6,33. DOC_CTRL_NUM,34. CHEMICAL,35. ELEMENTAL METAL INCLUDED,36. TRI CHEMICAL/COMPOUND ID,37. CAS#,38. SRS ID,39. CLEAN AIR ACT CHEMICAL,40. CLASSIFICATION,41. METAL,42. METAL CATEGORY,43. CARCINOGEN,44. PBT,45. PFAS,46. FORM TYPE,47. UNIT OF MEASURE,48. 5.1 - FUGITIVE AIR,49. 5.2 - STACK AIR,50. 5.3 - WATER,51. 5.4 - UNDERGROUND,52. 5.4.1 - UNDERGROUND CL I,53. 5.4.2 - UNDERGROUND C II-V,54. 5.5.1 - LANDFILLS,55. 5.5.1A - RCRA C LANDFILL,56. 5.5.1B - OTHER LANDFILLS,57. 5.5.2 - LAND TREATMENT,58. 5.5.3 - SURFACE IMPNDMNT,59. 5.5.3A - RCRA SURFACE IM,60. 5.5.3B - OTHER SURFACE I,61. 5.5.4 - OTHER DISPOSAL,62. ON-SITE RELEASE TOTAL,63. 6.1 - POTW - TRNS RLSE,64. 6.1 - POTW - TRNS TRT,65. POTW - TOTAL TRANSFERS,66. 6.2 - M10,67. 6.2 - M41,68. 6.2 - M62,69. 6.2 - M40 METAL,70. 6.2 - M61 METAL,71. 6.2 - M71,72. 6.2 - M81,73. 6.2 - M82,74. 6.2 - M72,75. 6.2 - M63,76. 6.2 - M66,77. 6.2 - M67,78. 6.2 - M64,79. 6.2 - M65,80. 6.2 - M73,81. 6.2 - M79,82. 6.2 - M90,83. 6.2 - M94,84. 6.2 - M99,85. OFF-SITE RELEASE TOTAL,86. 6.2 - M20,87. 6.2 - M24,88. 6.2 - M26,89. 6.2 - M28,90. 6.2 - M93,91. OFF-SITE RECYCLED TOTAL,92. 6.2 - M56,93. 6.2 - M92,94. OFF-SITE ENERGY RECOVERY T,95. 6.2 - M40 NON-METAL,96. 6.2 - M50,97. 6.2 - M54,98. 6.2 - M61 NON-METAL,99. 6.2 - M69,100. 6.2 - M95,101. OFF-SITE TREATED TOTAL,102. 6.2 - UNCLASSIFIED,103. 6.2 - TOTAL TRANSFER,104. TOTAL RELEASES,105. 8.1 - RELEASES,106. 8.1A - ON-SITE CONTAINED,107. 8.1B - ON-SITE OTHER,108. 8.1C - OFF-SITE CONTAIN,109. 8.1D - OFF-SITE OTHER R,110. 8.2 - ENERGY RECOVER ON,111. 8.3 - ENERGY RECOVER OF,112. 8.4 - RECYCLING ON SITE,113. 8.5 - RECYCLING OFF SIT,114. 8.6 - TREATMENT ON SITE,115. 8.7 - TREATMENT OFF SITE,116. PRODUCTION WSTE (8.1-8.7),117. 8.8 - ONE-TIME RELEASE,118. PROD_RATIO_OR_ ACTIVITY,119. 8.9 - PRODUCTION RATIO
2020,26041KMMRPRTE2X,110013725077,AMERICAN ELECTRIC POWER KAMMER/MITCHELL PLANT,RT # 2,MOUNDSVILLE,MARSHALL,WV,26041,"","",39.829509,-80.817249,NAD83,AMERICAN ELECTRIC POWER,006979868,AMERICAN ELECTRIC POWER,NO,2211,Electric Utilities,"","","","","","",221112,"","","","","",1320219309402,Ammonia,NO,0007664417,7664-41-7,152389,NO,TRI,NO,0,NO,NO,NO,R,Pounds,250.000000,1290.000000,3500.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,5040.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,5040.000000,5040.000000,0.000000,5040.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,5040.000000,"",PRODUCTION,0.740000
2020,26205JLDWN600JE,110010870343,JELD-WEN,500 JELD-WEN RD,CRAIGSVILLE,NICHOLAS,WV,26205,"","",38.343610,-80.658890,NAD83,JELD-WEN INC,009040288,JELD-WEN INC,NO,321,Wood Products,"","","","","","",321219,325510,"","","","",1320219003631,Certain glycol ethers,NO,N230,N230,649541,YES,TRI,NO,0,NO,NO,NO,A,Pounds,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,"",0.000000
2020,26739MTSTRHC76B,110007876637,MOUNT STORM POWER STATION,436 DOMINION BLVD,MOUNT STORM,GRANT,WV,26739,"","",39.200465,-79.264781,NAD83,DOMINION ENERGY INC,101715035,DOMINION ENERGY INC,NO,2211,Electric Utilities,"","","","","","",221112,"","","","","",1320218888992,Zinc compounds,NO,N982,N982,649699,NO,TRI,YES,1,NO,NO,NO,R,Pounds,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,66000.000000,0.000000,0.000000,0.000000,0.000000,0.000000,66001.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,66001.000000,66001.000000,66000.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,66001.000000,"",ACTIVITY,1.000000
2020,25720NCLLYRIVER,110000344547,THISTLE PROCESSING LLC,3190 RIVERSIDE DR,HUNTINGTON,CABELL,WV,25705,"","",38.414353,-82.384179,NAD83,BERKSHIRE HATHAWAY INC,001024314,BERKSHIRE HATHAWAY INC,NO,331,Primary Metals,"","","","","","",331491,"","","","","",1320219453863,Nickel,NO,0007440020,7440-02-0,149674,YES,TRI,YES,1,YES,NO,NO,R,Pounds,103.000000,10168.000000,36.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,10307.000000,314.000000,0.000000,314.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,314.000000,0.000000,15694052.000000,0.000000,0.000000,0.000000,15694052.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,15694366.000000,10621.000000,10621.000000,0.000000,10307.000000,0.000000,314.000000,0.000000,0.000000,0.000000,15694052.000000,0.000000,0.000000,15704673.000000,"",PRODUCTION,0.580000
2020,26541CRSCNRTE10,110007886626,CORESCO LLC MAIDSVILLE COMPLEX,RT 100,MAIDSVILLE,MONONGALIA,WV,26541,"","",39.706944,-79.968611,NAD83,MEPCO HOLDINGS LLC,NA,MEPCO HOLDINGS LLC,NO,999,Other,"","","","","","",213113,"","","","","",1320219107570,Zinc compounds,NO,N982,N982,649699,NO,TRI,YES,1,NO,NO,NO,R,Pounds,0.000000,0.000000,0.100000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,17870.010000,0.000000,0.000000,0.000000,0.000000,17870.110000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,17870.110000,17870.110000,0.000000,17870.110000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,17870.110000,"",PRODUCTION,0.920000
2020,26041KMMRPRTE2X,110013725077,AMERICAN ELECTRIC POWER KAMMER/MITCHELL PLANT,RT # 2,MOUNDSVILLE,MARSHALL,WV,26041,"","",39.829509,-80.817249,NAD83,AMERICAN ELECTRIC POWER,006979868,AMERICAN ELECTRIC POWER,NO,2211,Electric Utilities,"","","","","","",221112,"","","","","",1320219308830,Zinc compounds,NO,N982,N982,649699,NO,TRI,YES,1,NO,NO,NO,R,Pounds,5.000000,723.000000,160.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,36000.000000,5.000000,36893.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,36893.000000,36893.000000,0.000000,36893.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,36893.000000,"",PRODUCTION,0.740000
2020,26180DPNTWDUPON,110000586081,DUPONT WASHINGTON WORKS,8480 DUPONT RD,WASHINGTON,WOOD,WV,26181,"","",39.271944,-81.661667,NAD83,DUPONT DE NEMOURS INC,080386615,DUPONT DE NEMOURS INC,NO,325,Chemicals,"","","","","","",325211,"","","","","",1320219031251,Formaldehyde,NO,0000050000,50-00-0,1008,YES,TRI,NO,0,YES,NO,NO,R,Pounds,250.000000,3900.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,5.000000,4155.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,255.000000,250.000000,0.000000,0.000000,16000.000000,0.000000,0.000000,16505.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,33005.000000,1300000.000000,0.000000,0.000000,1333005.000000,0.000000,1349510.000000,20660.000000,20660.000000,0.000000,4155.000000,505.000000,16000.000000,189000.000000,0.000000,0.000000,0.000000,27000.000000,1333005.000000,1569665.000000,"",PRODUCTION,1.130000
2020,26062STRKS3030B,110005551615,TRIVIUM PACKAGING,3030 BIRCH DR HALF MOON INDUSTRIAL PARK,WEIRTON,BROOKE,WV,26062,"","",40.388668,-80.623097,NAD83,ELEMENT US HOLDING CO,080410539,ELEMENT US HOLDING CO,NO,332,Fabricated Metals,"","","","","","",332431,"","","","","",1320218786958,Certain glycol ethers,NO,N230,N230,649541,YES,TRI,NO,0,NO,NO,NO,R,Pounds,3729.860000,954.060000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,4683.920000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,9508.000000,9508.000000,1488.000000,0.000000,1488.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,10996.000000,4683.920000,4683.920000,0.000000,4683.920000,0.000000,0.000000,0.000000,1488.000000,0.000000,9508.000000,371046.000000,0.000000,386725.920000,"",PRODUCTION,1.160000
2020,25303LNCRP95MAC,110020047545,CLEARON CORP,95 MACCORKLE AVE SW,SOUTH CHARLESTON,KANAWHA,WV,25303,"","",38.365254,-81.707108,NAD83,NA,"",NA,NO,325,Chemicals,"","","","","","",325180,"","","","","",1320219181272,Ammonia,NO,0007664417,7664-41-7,152389,NO,TRI,NO,0,NO,NO,NO,R,Pounds,1299.000000,10355.000000,6667.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,18321.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,18321.000000,18321.000000,0.000000,18321.000000,0.000000,0.000000,223975.000000,0.000000,0.000000,0.000000,380467.000000,0.000000,622763.000000,"",PRODUCTION,0.950000
2020,26574MRCNBRTE17,110007881998,AMERICAN BITUMINOUS POWER PARTNERS LP,ROUTE 17,GRANT TOWN,MARION,WV,26574,"","",39.561131,-80.163974,NAD83,NA,"",AMERICAN BITUMINOUS POWER PARTNERS LP,NO,2211,Electric Utilities,"","","","","","",221112,"","","","","",1320218975340,Nickel compounds,NO,N495,N495,650036,YES,TRI,YES,1,YES,NO,NO,R,Pounds,5.000000,6.000000,4.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,5104.000000,0.000000,0.000000,0.000000,5.000000,5124.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,36139.000000,0.000000,0.000000,0.000000,0.000000,36139.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,36139.000000,41263.000000,41263.000000,0.000000,5124.000000,0.000000,36139.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,41263.000000,"",PRODUCTION,0.940000
2020,26037WHLNGROUTE,110042081939,MOUNTAIN STATE CARBON LLC,1851 MAIN ST,FOLLANSBEE,BROOKE,WV,26037,"","",40.343610,-80.606670,NAD83,CLEVELAND-CLIFFS INC.,147964571,CLEVELAND-CLIFFS INC,NO,324,Petroleum,"","","","","","",324199,"","","","","",1320219363506,Methanol,NO,0000067561,67-56-1,4283,YES,TRI,NO,0,NO,NO,NO,R,Pounds,19000.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,19000.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,19000.000000,19000.000000,0.000000,19000.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,19000.000000,"",PRODUCTION,0.930000
2020,26739MTSTRHC76B,110007876637,MOUNT STORM POWER STATION,436 DOMINION BLVD,MOUNT STORM,GRANT,WV,26739,"","",39.200465,-79.264781,NAD83,DOMINION ENERGY INC,101715035,DOMINION ENERGY INC,NO,2211,Electric Utilities,"","","","","","",221112,"","","","","",1320218888939,Copper  And Copper Compounds,YES,N100,N100,649491,NO,TRI,YES,1,NO,NO,NO,R,Pounds,0.000000,2.000000,5.000000,0.000000,0.000000,0.000000,0.000000,0.000000,58000.000000,0.000000,0.000000,0.000000,0.000000,0.000000,58007.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,58007.000000,58007.000000,58000.000000,7.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,58007.000000,"",ACTIVITY,1.000000
2020,2650WFCMRG446GR,110055497840,FCI MORGANTOWN,446 GREENBAG RD,MORGANTOWN,MONONGALIA,WV,26501,"","",39.605876,-79.951648,NAD83,US DEPARTMENT OF JUSTICE,NA,US DEPARTMENT OF JUSTICE,YES,999,Other,"","","","","","",922140,"","","","","",1320219321128,Lead,NO,0007439921,7439-92-1,149583,NO,PBT,YES,1,YES,YES,NO,R,Pounds,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,"","",""
2020,26062NCHRH3011B,110000344681,CROWN CORK & SEAL CO (USA) INC CROWN CLOSURE DIV,3011 BIRCH DR,WEIRTON,BROOKE,WV,26062,"","",40.387920,-80.621150,NAD83,CROWN HOLDINGS INC,002282341,CROWN HOLDINGS INC,NO,332,Fabricated Metals,"","","","","","",332431,"","","","","",1320218659439,Methyl isobutyl ketone,NO,0000108101,108-10-1,24851,YES,TRI,NO,0,YES,NO,NO,R,Pounds,10330.000000,14218.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,24548.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,2292.000000,0.000000,2292.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,2292.000000,24548.000000,24548.000000,0.000000,24548.000000,0.000000,0.000000,0.000000,2292.000000,0.000000,0.000000,70457.000000,0.000000,97297.000000,"",PRODUCTION,1.060000
2020,26175NNCRBSTATE,110000344814,MPM SILICONES LLC,10851 ENERGY HWY,FRIENDLY,TYLER,WV,26146,"","",39.484572,-81.093403,NAD83,MOMENTIVE PERFORMANCE MATERIALS INC,NA,MOMENTIVE PERFORMANCE MATERIALS INC,NO,325,Chemicals,"","","","","","",325199,"","","","","",1320218701973,Chloromethane,NO,0000074873,74-87-3,5116,YES,TRI,NO,0,NO,NO,NO,R,Pounds,6708.000000,237.000000,24.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,6969.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,6969.000000,6969.000000,0.000000,6969.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,67817.000000,0.000000,74786.000000,"",PRODUCTION,0.920000
2020,24701FSRCNRTE29,110000344128,MINOVA USA INC,394 SHOTT CT,BLUEFIELD,MERCER,WV,24701,"","",37.291636,-81.098826,NAD83,ORICA USA INC,130382588,ORICA USA INC,NO,325,Chemicals,"","","","","","",325991,"","","","","",1320219122025,Styrene,NO,0000100425,100-42-5,19414,YES,TRI,NO,0,YES,NO,NO,R,Pounds,1100.000000,3800.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,4900.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,28000.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,28000.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,28000.000000,32900.000000,32900.000000,0.000000,4900.000000,28000.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,32900.000000,"",PRODUCTION,0.510000
2020,25303NNCRB437MA,110000745114,UNION CARBIDE CORP SOUTH CHARLESTON FACILITY,437 MACCORKLE AVE SW,SOUTH CHARLESTON,KANAWHA,WV,25303,"","",38.369300,-81.683100,NAD83,DOW INC.,117063457,DOW INC,NO,325,Chemicals,"","","","","","",325199,"","","","","",1320218870982,Propylene oxide,NO,0000075569,75-56-9,5660,YES,TRI,NO,0,YES,NO,NO,R,Pounds,346.000000,2505.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,2851.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,2851.000000,2851.000000,0.000000,2851.000000,0.000000,0.000000,3716.000000,0.000000,0.000000,0.000000,39.000000,0.000000,6606.000000,"",ACTIVITY,1.060000
2020,26739MTSTRHC76B,110007876637,MOUNT STORM POWER STATION,436 DOMINION BLVD,MOUNT STORM,GRANT,WV,26739,"","",39.200465,-79.264781,NAD83,DOMINION ENERGY INC,101715035,DOMINION ENERGY INC,NO,2211,Electric Utilities,"","","","","","",221112,"","","","","",1320218889095,"1,2,4-Trimethylbenzene",NO,0000095636,95-63-6,16261,NO,TRI,NO,0,NO,NO,NO,A,Pounds,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,"",0.000000
2020,26134PLSNTNO1PO,110038775536,PLEASANTS/WILLOW ISLAND POWER STATIONS,1 POWER STATION BLVD RT 2,WILLOW ISLAND,PLEASANTS,WV,26134,"","",39.366940,-81.299980,NAD83,ENERGY HARBOR LLC,192472751,ENERGY HARBOR LLC,NO,2211,Electric Utilities,"","","","","","",221112,"","","","","",1320219270410,Arsenic compounds,NO,N020,N020,649418,YES,TRI,YES,1,NO,NO,NO,R,Pounds,0.000000,178.000000,31.000000,0.000000,0.000000,0.000000,0.000000,0.000000,34700.000000,0.000000,0.000000,0.000000,740.000000,0.000000,35649.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,35649.000000,35649.000000,34700.000000,949.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,35649.000000,"",PRODUCTION,1.000000
2020,25265MNTNRRTE33,110067041837,MOUNTAINEER PLANT,RTE 33,NEW HAVEN,MASON,WV,25265,"","",38.977493,-81.937108,NAD83,AMERICAN ELECTRIC POWER,006979868,AMERICAN ELECTRIC POWER,NO,2211,Electric Utilities,"","","","","","",221112,"","","","","",1320219309984,Copper compounds,NO,N100,N100,649491,NO,TRI,YES,1,NO,NO,NO,R,Pounds,5.000000,109.000000,19.000000,0.000000,0.000000,0.000000,0.000000,0.000000,21300.000000,0.000000,0.000000,0.000000,15000.000000,5.000000,36438.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,3800.000000,0.000000,0.000000,0.000000,3800.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,3800.000000,36438.000000,36438.000000,21300.000000,15138.000000,0.000000,0.000000,0.000000,0.000000,0.000000,3800.000000,0.000000,0.000000,40238.000000,"",PRODUCTION,0.660000
2020,2614WPRVRN62IND,110064454674,PROVIRON INC,62 INDUSTRIAL PARK RD,FRIENDLY,TYLER,WV,26146,"","",39.475889,-81.101222,NAD83,NA,"",NA,NO,325,Chemicals,"","","","","","",325199,"","","","","",1320218706149,Pyridine,NO,0000110861,110-86-1,27037,NO,TRI,NO,0,YES,NO,NO,R,Pounds,5.000000,5.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,10.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,5.000000,0.000000,0.000000,5.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,5.000000,10.000000,10.000000,0.000000,10.000000,0.000000,0.000000,0.000000,0.000000,0.000000,5.000000,0.000000,0.000000,15.000000,"",ACTIVITY,1.000000
