"year","stateabbr","statedesc","countyname","countyfips","locationname","datasource","category","measure","data_value_unit","data_value_type","data_value","data_value_footnote_symbol","data_value_footnote","low_confidence_limit","high_confidence_limit","totalpopulation","geolocation","locationid","categoryid","measureid","datavaluetypeid","short_question_text"
"2020","AR","Arkansas","Clay","05021","05021950300","BRFSS","Health Outcomes","Stroke among adults aged >=18 years","%","Crude prevalence","4.0",,,"3.8","4.3","2204","POINT (-90.63569642 36.38882328)","05021950300","HLTHOUT","STROKE","CrdPrv","Stroke"
"2020","AR","Arkansas","Garland","05051","05051010800","BRFSS","Health Outcomes","Obesity among adults aged >=18 years","%","Crude prevalence","34.5",,,"33.3","35.7","2684","POINT (-93.0761202 34.52104655)","05051010800","HLTHOUT","OBESITY","CrdPrv","Obesity"
"2020","AR","Arkansas","Garland","05051","05051010900","BRFSS","Health Outcomes","Stroke among adults aged >=18 years","%","Crude prevalence","5.8",,,"5.0","6.7","3330","POINT (-93.10302918 34.49654735)","05051010900","HLTHOUT","STROKE","CrdPrv","Stroke"
"2020","AR","Arkansas","Garland","05051","05051011500","BRFSS","Health Outcomes","Depression among adults aged >=18 years","%","Crude prevalence","25.5",,,"24.5","26.6","2206","POINT (-93.04393932 34.50082829)","05051011500","HLTHOUT","DEPRESSION","CrdPrv","Depression"
"2020","AR","Arkansas","Garland","05051","05051011700","BRFSS","Health Risk Behaviors","Binge drinking among adults aged >=18 years","%","Crude prevalence","11.9",,,"11.5","12.2","4180","POINT (-93.05933603 34.46046416)","05051011700","RISKBEH","BINGE","CrdPrv","Binge Drinking"
"2020","AR","Arkansas","Lonoke","05085","05085020800","BRFSS","Health Outcomes","Stroke among adults aged >=18 years","%","Crude prevalence","4.3",,,"4.0","4.6","1318","POINT (-91.79729805 34.5540703)","05085020800","HLTHOUT","STROKE","CrdPrv","Stroke"
"2020","AR","Arkansas","Saline","05125","05125010509","BRFSS","Health Outcomes","Stroke among adults aged >=18 years","%","Crude prevalence","2.3",,,"2.0","2.7","3225","POINT (-92.49528666 34.66382195)","05125010509","HLTHOUT","STROKE","CrdPrv","Stroke"
"2020","AR","Arkansas","Van Buren","05141","05141460100","BRFSS","Health Outcomes","Stroke among adults aged >=18 years","%","Crude prevalence","5.5",,,"5.0","6.0","3552","POINT (-92.54038136 35.6940418)","05141460100","HLTHOUT","STROKE","CrdPrv","Stroke"
"2020","AR","Arkansas","Yell","05149","05149952401","BRFSS","Health Outcomes","Stroke among adults aged >=18 years","%","Crude prevalence","4.2",,,"4.0","4.6","3180","POINT (-93.50716995 35.11347087)","05149952401","HLTHOUT","STROKE","CrdPrv","Stroke"
"2020","CA","California","Ventura","06111","06111005700","BRFSS","Health Outcomes","Stroke among adults aged >=18 years","%","Crude prevalence","0.9",,,"0.8","0.9","2068","POINT (-119.0442691 34.16735503)","06111005700","HLTHOUT","STROKE","CrdPrv","Stroke"
"2020","CO","Colorado","El Paso","08041","08041005601","BRFSS","Prevention","Mammography use among women aged 50-74 years","%","Crude prevalence","68.9",,,"64.8","72.5","4881","POINT (-104.7298555 38.89243691)","08041005601","PREVENT","MAMMOUSE","CrdPrv","Mammography"
"2020","CO","Colorado","El Paso","08041","08041005800","BRFSS","Health Outcomes","Obesity among adults aged >=18 years","%","Crude prevalence","25.9",,,"24.7","27.1","2933","POINT (-104.7330905 38.87577503)","08041005800","HLTHOUT","OBESITY","CrdPrv","Obesity"
"2020","CO","Colorado","El Paso","08041","08041006301","BRFSS","Health Outcomes","Arthritis among adults aged >=18 years","%","Crude prevalence","19.1",,,"18.5","19.8","4664","POINT (-104.7358694 38.81647534)","08041006301","HLTHOUT","ARTHRITIS","CrdPrv","Arthritis"
"2020","CO","Colorado","El Paso","08041","08041007201","BRFSS","Health Outcomes","Obesity among adults aged >=18 years","%","Crude prevalence","23.6",,,"22.3","24.9","6559","POINT (-104.7997235 39.01009026)","08041007201","HLTHOUT","OBESITY","CrdPrv","Obesity"
"2020","CO","Colorado","El Paso","08041","08041007400","BRFSS","Health Outcomes","Stroke among adults aged >=18 years","%","Crude prevalence","2.0",,,"1.7","2.4","8095","POINT (-104.8195654 39.11267838)","08041007400","HLTHOUT","STROKE","CrdPrv","Stroke"
"2020","FL","Florida","Bay","12005","12005001403","BRFSS","Health Outcomes","Obesity among adults aged >=18 years","%","Crude prevalence","30.6",,,"29.2","31.9","1923","POINT (-85.653874 30.24766094)","12005001403","HLTHOUT","OBESITY","CrdPrv","Obesity"
"2020","FL","Florida","Bay","12005","12005002606","BRFSS","Health Outcomes","Stroke among adults aged >=18 years","%","Crude prevalence","2.8",,,"2.4","3.1","1586","POINT (-85.76303887 30.15205196)","12005002606","HLTHOUT","STROKE","CrdPrv","Stroke"
"2020","FL","Florida","Brevard","12009","12009066101","BRFSS","Health Outcomes","Stroke among adults aged >=18 years","%","Crude prevalence","3.5",,,"3.0","4.1","4047","POINT (-80.5580619 28.06090249)","12009066101","HLTHOUT","STROKE","CrdPrv","Stroke"
"2020","FL","Florida","Brevard","12009","12009071100","BRFSS","Health Outcomes","Stroke among adults aged >=18 years","%","Crude prevalence","4.5",,,"4.0","5.1","3880","POINT (-80.91141314 28.63763854)","12009071100","HLTHOUT","STROKE","CrdPrv","Stroke"
"2020","FL","Florida","Broward","12011","12011010701","BRFSS","Health Outcomes","Stroke among adults aged >=18 years","%","Crude prevalence","4.4",,,"4.0","4.8","5219","POINT (-80.12707687 26.28921176)","12011010701","HLTHOUT","STROKE","CrdPrv","Stroke"
"2020","FL","Florida","Broward","12011","12011100700","BRFSS","Health Outcomes","Stroke among adults aged >=18 years","%","Crude prevalence","5.3",,,"4.7","6.0","5354","POINT (-80.19362639 25.99020009)","12011100700","HLTHOUT","STROKE","CrdPrv","Stroke"
"2020","FL","Florida","Duval","12031","12031015926","BRFSS","Health Outcomes","Stroke among adults aged >=18 years","%","Crude prevalence","2.6",,,"2.2","3.2","4555","POINT (-81.57012164 30.23947272)","12031015926","HLTHOUT","STROKE","CrdPrv","Stroke"
"2020","FL","Florida","Franklin","12037","12037970304","BRFSS","Health Outcomes","Stroke among adults aged >=18 years","%","Crude prevalence","4.6",,,"4.1","5.1","1690","POINT (-85.04456255 29.66172808)","12037970304","HLTHOUT","STROKE","CrdPrv","Stroke"
"2020","FL","Florida","Hernando","12053","12053041105","BRFSS","Health Outcomes","Stroke among adults aged >=18 years","%","Crude prevalence","3.9",,,"3.5","4.3","4199","POINT (-82.55243995 28.47550031)","12053041105","HLTHOUT","STROKE","CrdPrv","Stroke"
"2020","FL","Florida","Hernando","12053","12053041203","BRFSS","Health Outcomes","Arthritis among adults aged >=18 years","%","Crude prevalence","32.1",,,"30.6","33.7","4029","POINT (-82.58000664 28.49713706)","12053041203","HLTHOUT","ARTHRITIS","CrdPrv","Arthritis"
"2020","FL","Florida","Hernando","12053","12053041203","BRFSS","Health Outcomes","Stroke among adults aged >=18 years","%","Crude prevalence","4.5",,,"4.0","5.2","4029","POINT (-82.58000664 28.49713706)","12053041203","HLTHOUT","STROKE","CrdPrv","Stroke"
"2020","FL","Florida","Highlands","12055","12055960602","BRFSS","Health Outcomes","Obesity among adults aged >=18 years","%","Crude prevalence","34.0",,,"32.5","35.4","5527","POINT (-81.51224758 27.48877757)","12055960602","HLTHOUT","OBESITY","CrdPrv","Obesity"
"2020","FL","Florida","Highlands","12055","12055961602","BRFSS","Health Outcomes","Obesity among adults aged >=18 years","%","Crude prevalence","35.4",,,"34.1","36.7","1036","POINT (-81.47946424 27.28016965)","12055961602","HLTHOUT","OBESITY","CrdPrv","Obesity"
"2020","FL","Florida","Lake","12069","12069030308","BRFSS","Health Outcomes","Obesity among adults aged >=18 years","%","Crude prevalence","34.9",,,"33.4","36.5","3700","POINT (-81.7691967 28.8305495)","12069030308","HLTHOUT","OBESITY","CrdPrv","Obesity"
"2020","FL","Florida","Lee","12071","12071000502","BRFSS","Health Outcomes","Stroke among adults aged >=18 years","%","Crude prevalence","7.1",,,"6.3","7.9","3417","POINT (-81.8433716 26.64382281)","12071000502","HLTHOUT","STROKE","CrdPrv","Stroke"
"2020","FL","Florida","Lee","12071","12071001801","BRFSS","Health Outcomes","Stroke among adults aged >=18 years","%","Crude prevalence","3.0",,,"2.6","3.5","4187","POINT (-81.90603316 26.56407773)","12071001801","HLTHOUT","STROKE","CrdPrv","Stroke"
"2020","FL","Florida","Lee","12071","12071010502","BRFSS","Health Outcomes","Stroke among adults aged >=18 years","%","Crude prevalence","4.1",,,"3.5","4.7","4686","POINT (-81.96320973 26.57678094)","12071010502","HLTHOUT","STROKE","CrdPrv","Stroke"
"2020","FL","Florida","Manatee","12081","12081000902","BRFSS","Health Outcomes","Stroke among adults aged >=18 years","%","Crude prevalence","3.3",,,"3.0","3.7","4885","POINT (-82.55480521 27.4064477)","12081000902","HLTHOUT","STROKE","CrdPrv","Stroke"
"2020","FL","Florida","Miami-Dade","12086","12086003703","BRFSS","Health Outcomes","Stroke among adults aged >=18 years","%","Crude prevalence","0.9",,,"0.8","1.0","1258","POINT (-80.18873151 25.77275315)","12086003703","HLTHOUT","STROKE","CrdPrv","Stroke"
"2020","FL","Florida","Miami-Dade","12086","12086004205","BRFSS","Health Outcomes","Stroke among adults aged >=18 years","%","Crude prevalence","2.4",,,"2.2","2.8","2625","POINT (-80.13230845 25.78894584)","12086004205","HLTHOUT","STROKE","CrdPrv","Stroke"
"2020","FL","Florida","Miami-Dade","12086","12086004404","BRFSS","Health Outcomes","Stroke among adults aged >=18 years","%","Crude prevalence","4.8",,,"4.0","5.6","2014","POINT (-80.13185802 25.77762796)","12086004404","HLTHOUT","STROKE","CrdPrv","Stroke"
"2020","FL","Florida","Miami-Dade","12086","12086004406","BRFSS","Health Outcomes","Stroke among adults aged >=18 years","%","Crude prevalence","1.8",,,"1.6","2.0","2978","POINT (-80.14073478 25.77847152)","12086004406","HLTHOUT","STROKE","CrdPrv","Stroke"
"2020","FL","Florida","Miami-Dade","12086","12086004605","BRFSS","Health Outcomes","Stroke among adults aged >=18 years","%","Crude prevalence","2.1",,,"1.9","2.4","3442","POINT (-80.15945476 25.69817585)","12086004605","HLTHOUT","STROKE","CrdPrv","Stroke"
"2020","FL","Florida","Monroe","12087","12087970500","BRFSS","Health Outcomes","Arthritis among adults aged >=18 years","%","Crude prevalence","24.5",,,"23.2","25.7","2710","POINT (-80.44142022 25.08927624)","12087970500","HLTHOUT","ARTHRITIS","CrdPrv","Arthritis"
"2020","FL","Florida","Monroe","12087","12087970900","BRFSS","Health Outcomes","Stroke among adults aged >=18 years","%","Crude prevalence","3.3",,,"2.9","3.9","1768","POINT (-80.66353136 24.90654273)","12087970900","HLTHOUT","STROKE","CrdPrv","Stroke"
"2020","FL","Florida","Orange","12095","12095015002","BRFSS","Health Outcomes","Obesity among adults aged >=18 years","%","Crude prevalence","31.1",,,"30.0","32.0","4915","POINT (-81.52790135 28.596239)","12095015002","HLTHOUT","OBESITY","CrdPrv","Obesity"
"2020","FL","Florida","Palm Beach","12099","12099000407","BRFSS","Health Outcomes","Stroke among adults aged >=18 years","%","Crude prevalence","4.8",,,"4.0","5.9","2032","POINT (-80.07797262 26.93880139)","12099000407","HLTHOUT","STROKE","CrdPrv","Stroke"
"2020","FL","Florida","Palm Beach","12099","12099001102","BRFSS","Health Outcomes","Stroke among adults aged >=18 years","%","Crude prevalence","3.7",,,"3.3","4.1","2443","POINT (-80.05383274 26.80488944)","12099001102","HLTHOUT","STROKE","CrdPrv","Stroke"
"2020","FL","Florida","Palm Beach","12099","12099002200","BRFSS","Health Outcomes","Stroke among adults aged >=18 years","%","Crude prevalence","6.4",,,"5.7","7.1","1833","POINT (-80.06064978 26.73053438)","12099002200","HLTHOUT","STROKE","CrdPrv","Stroke"
"2020","FL","Florida","Palm Beach","12099","12099003507","BRFSS","Health Outcomes","Stroke among adults aged >=18 years","%","Crude prevalence","3.2",,,"2.7","3.8","2299","POINT (-80.0385713 26.7442041)","12099003507","HLTHOUT","STROKE","CrdPrv","Stroke"
"2020","FL","Florida","Palm Beach","12099","12099005203","BRFSS","Health Outcomes","Stroke among adults aged >=18 years","%","Crude prevalence","3.1",,,"2.8","3.4","2213","POINT (-80.05581704 26.61992088)","12099005203","HLTHOUT","STROKE","CrdPrv","Stroke"
"2020","FL","Florida","Palm Beach","12099","12099005601","BRFSS","Health Outcomes","Stroke among adults aged >=18 years","%","Crude prevalence","4.5",,,"4.2","4.9","4532","POINT (-80.06386371 26.56521535)","12099005601","HLTHOUT","STROKE","CrdPrv","Stroke"
"2020","FL","Florida","Palm Beach","12099","12099007412","BRFSS","Health Outcomes","Stroke among adults aged >=18 years","%","Crude prevalence","3.4",,,"2.9","4.0","1330","POINT (-80.0628697 26.44239403)","12099007412","HLTHOUT","STROKE","CrdPrv","Stroke"
"2020","FL","Florida","Pasco","12101","12101030411","BRFSS","Health Outcomes","Stroke among adults aged >=18 years","%","Crude prevalence","4.0",,,"3.6","4.5","2936","POINT (-82.76497966 28.17913339)","12101030411","HLTHOUT","STROKE","CrdPrv","Stroke"
"2020","FL","Florida","Pasco","12101","12101031708","BRFSS","Health Outcomes","Stroke among adults aged >=18 years","%","Crude prevalence","4.9",,,"4.1","5.9","5121","POINT (-82.65800614 28.22811212)","12101031708","HLTHOUT","STROKE","CrdPrv","Stroke"
"2020","FL","Florida","Pasco","12101","12101032107","BRFSS","Health Outcomes","Stroke among adults aged >=18 years","%","Crude prevalence","2.0",,,"1.8","2.2","4737","POINT (-82.32434414 28.21639394)","12101032107","HLTHOUT","STROKE","CrdPrv","Stroke"
"2020","FL","Florida","Pasco","12101","12101033012","BRFSS","Health Outcomes","Obesity among adults aged >=18 years","%","Crude prevalence","32.0",,,"31.0","33.1","2224","POINT (-82.18771207 28.22058626)","12101033012","HLTHOUT","OBESITY","CrdPrv","Obesity"
"2020","GA","Georgia","Cobb","13067","13067030800","BRFSS","Health Outcomes","Stroke among adults aged >=18 years","%","Crude prevalence","2.0",,,"1.9","2.2","4052","POINT (-84.5288265 33.94159736)","13067030800","HLTHOUT","STROKE","CrdPrv","Stroke"
"2020","GA","Georgia","Douglas","13097","13097080102","BRFSS","Health Outcomes","Stroke among adults aged >=18 years","%","Crude prevalence","2.7",,,"2.4","3.0","6952","POINT (-84.61539449 33.75538778)","13097080102","HLTHOUT","STROKE","CrdPrv","Stroke"
"2020","GA","Georgia","Evans","13109","13109970100","BRFSS","Health Outcomes","Stroke among adults aged >=18 years","%","Crude prevalence","4.4",,,"3.9","4.9","3122","POINT (-81.91359287 32.22139309)","13109970100","HLTHOUT","STROKE","CrdPrv","Stroke"
"2020","GA","Georgia","Forsyth","13117","13117130201","BRFSS","Health Outcomes","Stroke among adults aged >=18 years","%","Crude prevalence","2.0",,,"1.7","2.2","4725","POINT (-84.21558371 34.31292653)","13117130201","HLTHOUT","STROKE","CrdPrv","Stroke"
"2020","GA","Georgia","Lumpkin","13187","13187960102","BRFSS","Health Outcomes","Stroke among adults aged >=18 years","%","Crude prevalence","3.0",,,"2.7","3.3","6004","POINT (-83.93776356 34.63307612)","13187960102","HLTHOUT","STROKE","CrdPrv","Stroke"
"2020","GA","Georgia","Oconee","13219","13219030400","BRFSS","Health Outcomes","Stroke among adults aged >=18 years","%","Crude prevalence","2.1",,,"1.8","2.4","7479","POINT (-83.39176603 33.8580386)","13219030400","HLTHOUT","STROKE","CrdPrv","Stroke"
"2020","GA","Georgia","Paulding","13223","13223120502","BRFSS","Health Outcomes","Stroke among adults aged >=18 years","%","Crude prevalence","2.2",,,"2.0","2.4","9418","POINT (-84.839594 33.84922829)","13223120502","HLTHOUT","STROKE","CrdPrv","Stroke"
"2020","GA","Georgia","Sumter","13261","13261950600","BRFSS","Health Outcomes","Stroke among adults aged >=18 years","%","Crude prevalence","4.7",,,"4.2","5.2","2130","POINT (-84.22865002 32.0698566)","13261950600","HLTHOUT","STROKE","CrdPrv","Stroke"
"2020","GA","Georgia","Troup","13285","13285960300","BRFSS","Health Outcomes","Stroke among adults aged >=18 years","%","Crude prevalence","2.9",,,"2.5","3.4","4397","POINT (-85.09734244 33.04926841)","13285960300","HLTHOUT","STROKE","CrdPrv","Stroke"
"2020","HI","Hawaii","Honolulu","15003","15003007100","BRFSS","Health Outcomes","Stroke among adults aged >=18 years","%","Crude prevalence","1.1",,,"1.0","1.2","2713","POINT (-157.9353549 21.33871741)","15003007100","HLTHOUT","STROKE","CrdPrv","Stroke"
"2020","HI","Hawaii","Honolulu","15003","15003011104","BRFSS","Health Outcomes","Stroke among adults aged >=18 years","%","Crude prevalence","2.8",,,"2.6","3.0","4860","POINT (-157.7341804 21.37980302)","15003011104","HLTHOUT","STROKE","CrdPrv","Stroke"
"2020","ID","Idaho","Ada","16001","16001000804","BRFSS","Health Outcomes","Stroke among adults aged >=18 years","%","Crude prevalence","2.5",,,"2.1","2.9","5604","POINT (-116.1806966 43.59183554)","16001000804","HLTHOUT","STROKE","CrdPrv","Stroke"
"2020","ID","Idaho","Kootenai","16055","16055001800","BRFSS","Health Outcomes","Stroke among adults aged >=18 years","%","Crude prevalence","2.7",,,"2.5","3.0","8251","POINT (-116.6806615 47.76416392)","16055001800","HLTHOUT","STROKE","CrdPrv","Stroke"
"2020","IL","Illinois","Champaign","17019","17019000402","BRFSS","Health Outcomes","Stroke among adults aged >=18 years","%","Crude prevalence","0.9",,,"0.7","1.1","3931","POINT (-88.23892439 40.1066303)","17019000402","HLTHOUT","STROKE","CrdPrv","Stroke"
"2020","IL","Illinois","Cook","17031","17031031200","BRFSS","Health Outcomes","Stroke among adults aged >=18 years","%","Crude prevalence","3.9",,,"3.5","4.4","5648","POINT (-87.65732681 41.97265459)","17031031200","HLTHOUT","STROKE","CrdPrv","Stroke"
"2020","IL","Illinois","Cook","17031","17031040402","BRFSS","Health Outcomes","Stroke among adults aged >=18 years","%","Crude prevalence","1.0",,,"0.9","1.1","4468","POINT (-87.6787372 41.9724992)","17031040402","HLTHOUT","STROKE","CrdPrv","Stroke"
"2020","IL","Illinois","Cook","17031","17031061100","BRFSS","Health Outcomes","Stroke among adults aged >=18 years","%","Crude prevalence","0.6",,,"0.5","0.6","1379","POINT (-87.65677508 41.94915954)","17031061100","HLTHOUT","STROKE","CrdPrv","Stroke"
"2020","IL","Illinois","Cook","17031","17031150300","BRFSS","Health Outcomes","Stroke among adults aged >=18 years","%","Crude prevalence","2.2",,,"2.0","2.5","7198","POINT (-87.76226384 41.96053157)","17031150300","HLTHOUT","STROKE","CrdPrv","Stroke"
"2020","IL","Illinois","Cook","17031","17031170500","BRFSS","Health Outcomes","Stroke among adults aged >=18 years","%","Crude prevalence","2.4",,,"2.1","2.7","4980","POINT (-87.82895325 41.9501093)","17031170500","HLTHOUT","STROKE","CrdPrv","Stroke"
"2020","IL","Illinois","Cook","17031","17031190702","BRFSS","Health Outcomes","Stroke among adults aged >=18 years","%","Crude prevalence","2.8",,,"2.6","3.1","4869","POINT (-87.76105705 41.92613968)","17031190702","HLTHOUT","STROKE","CrdPrv","Stroke"
"2020","IL","Illinois","Cook","17031","17031410600","BRFSS","Health Outcomes","Stroke among adults aged >=18 years","%","Crude prevalence","2.5",,,"2.3","2.7","2327","POINT (-87.59893794 41.79797642)","17031410600","HLTHOUT","STROKE","CrdPrv","Stroke"
"2020","IL","Illinois","Cook","17031","17031431301","BRFSS","Health Outcomes","Stroke among adults aged >=18 years","%","Crude prevalence","4.8",,,"4.3","5.4","3545","POINT (-87.56019754 41.75352924)","17031431301","HLTHOUT","STROKE","CrdPrv","Stroke"
"2020","IL","Illinois","Cook","17031","17031620200","BRFSS","Health Outcomes","Stroke among adults aged >=18 years","%","Crude prevalence","2.5",,,"2.2","2.8","2223","POINT (-87.72911013 41.79552878)","17031620200","HLTHOUT","STROKE","CrdPrv","Stroke"
"2020","IL","Illinois","Cook","17031","17031640100","BRFSS","Health Outcomes","Stroke among adults aged >=18 years","%","Crude prevalence","2.3",,,"2.1","2.5","1211","POINT (-87.73976285 41.78214293)","17031640100","HLTHOUT","STROKE","CrdPrv","Stroke"
"2020","IL","Illinois","Cook","17031","17031802607","BRFSS","Health Outcomes","Stroke among adults aged >=18 years","%","Crude prevalence","2.4",,,"2.1","2.8","1444","POINT (-87.93197273 42.09887529)","17031802607","HLTHOUT","STROKE","CrdPrv","Stroke"
"2020","IL","Illinois","Cook","17031","17031803606","BRFSS","Health Outcomes","Stroke among adults aged >=18 years","%","Crude prevalence","2.1",,,"1.9","2.3","8287","POINT (-88.01233998 42.13885702)","17031803606","HLTHOUT","STROKE","CrdPrv","Stroke"
"2020","IL","Illinois","Cook","17031","17031803611","BRFSS","Health Outcomes","Stroke among adults aged >=18 years","%","Crude prevalence","2.0",,,"1.8","2.2","6112","POINT (-88.01784629 42.14781)","17031803611","HLTHOUT","STROKE","CrdPrv","Stroke"
"2020","IL","Illinois","Cook","17031","17031807600","BRFSS","Health Outcomes","Stroke among adults aged >=18 years","%","Crude prevalence","3.2",,,"2.8","3.6","6540","POINT (-87.72248202 42.02142886)","17031807600","HLTHOUT","STROKE","CrdPrv","Stroke"
"2020","IL","Illinois","Cook","17031","17031812400","BRFSS","Health Outcomes","Stroke among adults aged >=18 years","%","Crude prevalence","1.9",,,"1.7","2.1","3491","POINT (-87.79107449 41.89577685)","17031812400","HLTHOUT","STROKE","CrdPrv","Stroke"
"2020","IL","Illinois","Cook","17031","17031819700","BRFSS","Health Outcomes","Stroke among adults aged >=18 years","%","Crude prevalence","1.8",,,"1.6","2.1","5917","POINT (-87.88080617 41.80904266)","17031819700","HLTHOUT","STROKE","CrdPrv","Stroke"
"2020","IL","Illinois","Cook","17031","17031820300","BRFSS","Health Outcomes","Stroke among adults aged >=18 years","%","Crude prevalence","2.8",,,"2.5","3.1","5353","POINT (-87.80703458 41.79197756)","17031820300","HLTHOUT","STROKE","CrdPrv","Stroke"
"2020","IL","Illinois","Cook","17031","17031824003","BRFSS","Health Outcomes","Stroke among adults aged >=18 years","%","Crude prevalence","2.6",,,"2.2","3.0","6336","POINT (-87.98574845 41.6636071)","17031824003","HLTHOUT","STROKE","CrdPrv","Stroke"
"2020","IL","Illinois","Cook","17031","17031824107","BRFSS","Health Outcomes","Stroke among adults aged >=18 years","%","Crude prevalence","2.9",,,"2.5","3.5","6493","POINT (-87.81325905 41.60837385)","17031824107","HLTHOUT","STROKE","CrdPrv","Stroke"
"2020","IL","Illinois","Cook","17031","17031825501","BRFSS","Health Outcomes","Stroke among adults aged >=18 years","%","Crude prevalence","4.5",,,"4.2","4.9","5583","POINT (-87.71706308 41.57848759)","17031825501","HLTHOUT","STROKE","CrdPrv","Stroke"
"2020","IL","Illinois","Cook","17031","17031826000","BRFSS","Health Outcomes","Stroke among adults aged >=18 years","%","Crude prevalence","3.7",,,"3.4","4.0","3334","POINT (-87.53225763 41.62372807)","17031826000","HLTHOUT","STROKE","CrdPrv","Stroke"
"2020","IL","Illinois","Cook","17031","17031829000","BRFSS","Health Outcomes","Stroke among adults aged >=18 years","%","Crude prevalence","6.6",,,"6.0","7.3","1327","POINT (-87.62348324 41.51034232)","17031829000","HLTHOUT","STROKE","CrdPrv","Stroke"
"2020","IL","Illinois","Cook","17031","17031830700","BRFSS","Health Outcomes","Stroke among adults aged >=18 years","%","Crude prevalence","2.6",,,"2.3","2.9","4247","POINT (-87.65916661 41.96095857)","17031830700","HLTHOUT","STROKE","CrdPrv","Stroke"
"2020","IL","Illinois","Cook","17031","17031843900","BRFSS","Health Outcomes","Stroke among adults aged >=18 years","%","Crude prevalence","5.3",,,"4.7","5.9","3533","POINT (-87.57958252 41.77621437)","17031843900","HLTHOUT","STROKE","CrdPrv","Stroke"
"2020","IL","Illinois","DuPage","17043","17043841902","BRFSS","Health Outcomes","Stroke among adults aged >=18 years","%","Crude prevalence","1.0",,,"0.9","1.1","4147","POINT (-88.09330694 41.87063679)","17043841902","HLTHOUT","STROKE","CrdPrv","Stroke"
"2020","IL","Illinois","Kane","17089","17089852606","BRFSS","Health Outcomes","Stroke among adults aged >=18 years","%","Crude prevalence","2.5",,,"2.2","3.1","4792","POINT (-88.32462343 41.87066726)","17089852606","HLTHOUT","STROKE","CrdPrv","Stroke"
"2020","IL","Illinois","Kane","17089","17089853300","BRFSS","Health Outcomes","Stroke among adults aged >=18 years","%","Crude prevalence","2.9",,,"2.6","3.1","5189","POINT (-88.30183953 41.76923703)","17089853300","HLTHOUT","STROKE","CrdPrv","Stroke"
"2020","IL","Illinois","Knox","17095","17095000900","BRFSS","Health Outcomes","Stroke among adults aged >=18 years","%","Crude prevalence","4.4",,,"4.1","4.8","2379","POINT (-90.39988511 40.92917951)","17095000900","HLTHOUT","STROKE","CrdPrv","Stroke"
